Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
597121, Žďár nad Sázavou, Obec: Zadní Zhořec,80,"76,92",79,1,0,0,5,0,4,17,0,0,0,0,0,3,0,1,19,0,21,0,2,0,0,6,0
597139, Žďár nad Sázavou, Obec: Znětínek,113,"68,90",113,3,0,0,6,0,6,8,0,0,1,1,0,6,0,4,30,0,37,0,0,0,0,10,1
597147, Žďár nad Sázavou, Obec: Zubří,289,"77,27",288,20,0,0,30,3,10,22,0,2,1,1,0,19,0,17,85,0,56,0,2,0,0,19,1
597155, Žďár nad Sázavou, Obec: Zvole,273,175,175,10,0,0,17,0,3,23,0,3,0,1,0,8,0,1,65,1,28,0,1,0,0,11,2
597155, Žďár nad Sázavou, Obec: Zvole,169,141,141,14,0,0,18,0,5,11,0,2,4,0,0,5,0,11,29,1,31,0,0,0,0,8,0
597155, Žďár nad Sázavou, Obec: Zvole,83,58,58,6,0,0,6,0,0,9,0,0,2,0,0,8,0,0,15,0,4,0,0,0,1,6,0
597163, Žďár nad Sázavou, Obec: Ždánice,130,"72,63",129,10,0,0,9,0,2,3,0,0,1,0,0,20,0,1,46,0,11,0,0,0,0,26,0
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,1 453,537,536,98,1,0,35,1,28,28,7,4,12,0,0,59,0,25,111,1,66,1,5,1,1,44,5
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,472,315,314,64,1,0,22,0,18,20,1,2,9,0,0,24,0,12,83,0,24,0,4,0,0,24,4
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,805,492,491,50,0,0,40,0,11,41,2,4,10,0,0,72,0,15,155,0,35,0,5,1,0,43,5
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,991,638,638,45,0,2,73,3,36,48,14,6,5,0,1,79,1,18,195,0,41,0,1,3,2,52,3
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,876,625,625,101,0,0,58,0,17,50,2,2,7,0,0,70,0,25,170,2,52,0,7,0,2,50,5
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,1 061,701,701,124,0,0,41,0,29,43,9,6,10,0,0,91,0,43,189,1,66,0,2,0,0,38,3
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,609,386,386,43,0,0,40,0,14,37,5,1,1,0,0,43,0,23,112,0,31,0,2,0,0,27,6
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,519,291,291,19,0,1,34,0,12,22,5,1,3,0,0,34,0,5,91,1,16,0,0,0,1,37,4
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,677,326,326,28,0,0,30,0,12,35,2,2,3,1,0,32,0,9,126,1,12,0,0,0,0,28,5
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,529,288,288,25,0,0,37,0,14,26,3,4,3,1,0,22,0,14,101,0,9,0,4,0,0,23,1
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,865,573,573,83,0,0,58,0,34,38,7,2,14,1,0,71,0,37,134,2,56,1,5,0,0,26,4
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,701,382,382,30,0,0,37,0,21,51,4,3,4,0,0,29,0,11,116,0,25,0,3,0,1,39,6
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,547,382,382,43,3,0,50,0,16,28,11,1,0,0,1,24,0,8,112,0,44,0,4,1,0,30,5
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,608,385,385,31,0,0,41,0,22,46,0,0,5,0,0,24,0,20,122,0,32,0,7,1,1,30,2
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,546,365,365,31,0,0,44,0,11,35,3,1,8,0,0,39,0,13,111,1,23,0,4,0,0,29,7
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,508,358,357,30,0,1,38,0,13,17,9,1,4,0,0,42,0,9,106,0,46,1,1,0,0,32,4
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,698,498,498,55,0,0,45,0,18,32,2,1,3,0,0,56,0,22,152,1,63,0,3,0,2,33,9
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,789,512,512,50,0,1,61,0,20,42,2,2,3,0,1,41,1,32,170,1,41,0,1,3,0,37,3
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,564,392,392,31,0,0,33,0,18,49,8,5,8,1,0,23,0,18,116,0,34,1,2,1,0,32,11
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,720,431,431,36,0,0,45,1,18,39,5,2,2,0,0,43,0,16,126,2,33,0,2,3,0,56,1
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,611,383,383,31,0,0,44,1,16,37,2,2,6,0,0,38,0,15,117,1,35,0,3,0,0,28,4
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,790,519,519,64,0,0,55,0,27,27,6,0,13,0,1,58,0,16,158,0,34,0,1,5,2,43,6
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,675,514,514,66,0,0,65,0,10,42,6,0,14,1,1,53,0,25,148,0,51,0,4,0,0,25,2
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,585,437,435,44,0,0,51,1,19,24,4,1,5,0,1,49,0,14,153,1,36,0,2,1,0,24,5
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,203,136,136,5,0,0,4,0,2,24,0,0,0,0,0,16,0,5,49,0,10,0,1,0,1,14,4
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,212,138,138,26,0,0,13,0,4,8,1,1,4,0,0,14,0,5,25,0,19,0,1,0,0,12,2
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,508,358,357,30,0,1,38,0,13,17,9,1,4,0,0,42,0,9,106,0,46,1,1,0,0,32,4
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,698,498,498,55,0,0,45,0,18,32,2,1,3,0,0,56,0,22,152,1,63,0,3,0,2,33,9
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,789,512,512,50,0,1,61,0,20,42,2,2,3,0,1,41,1,32,170,1,41,0,1,3,0,37,3
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,564,392,392,31,0,0,33,0,18,49,8,5,8,1,0,23,0,18,116,0,34,1,2,1,0,32,11
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,720,431,431,36,0,0,45,1,18,39,5,2,2,0,0,43,0,16,126,2,33,0,2,3,0,56,1
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,611,383,383,31,0,0,44,1,16,37,2,2,6,0,0,38,0,15,117,1,35,0,3,0,0,28,4
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,790,519,519,64,0,0,55,0,27,27,6,0,13,0,1,58,0,16,158,0,34,0,1,5,2,43,6
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,675,514,514,66,0,0,65,0,10,42,6,0,14,1,1,53,0,25,148,0,51,0,4,0,0,25,2
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,585,437,435,44,0,0,51,1,19,24,4,1,5,0,1,49,0,14,153,1,36,0,2,1,0,24,5
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,203,136,136,5,0,0,4,0,2,24,0,0,0,0,0,16,0,5,49,0,10,0,1,0,1,14,4
595209, Žďár nad Sázavou, Obec: Žďár nad Sázavou,212,138,138,26,0,0,13,0,4,8,1,1,4,0,0,14,0,5,25,0,19,0,1,0,0,12,2
